start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:02:59.950,00:03:02.517,"The utterance asks a clear yes/no question about game mechanics, successfully communicated.",Success,"Orange is inquiring about a game mechanic, integrating world rules.",World Rules,"A question without hedging, not expressing certainty or uncertainty.",None,The utterance is a query as Orange is asking for information about the game's mechanics.,Query,"Orange is asking a question to get information about the game, specifically about the laser.",Request for Information,11,Course1_Level5,145,Orange,"Wait, so if you stand in the laser for long enough, do you die?"
00:03:02.050,00:03:02.817,"The utterance provides a clear affirmative answer, successfully communicated.",Success,"Blue confirms a game mechanic, managing communication and relating to world rules.","World Rules, Communication Management",Simple confirmation with no explicit certainty or uncertainty.,None,"The utterance 'Yeah.' is a non-sentential, simple agreement response by Blue.",Non-Sentential / Listener Response,Blue confirms the information requested by Orange in the previous utterance.,Acknowledgement,11,Course1_Level5,146,Blue,Yeah.
00:03:03.250,00:03:04.050,The understanding is conveyed clearly and completely.,Success,Acknowledgment of prior information; manages conversational flow.,Communication Management,"The statement ""Oh, I see."" is a neutral acknowledgment, not expressing uncertainty or certainty.",None,"This utterance indicates understanding and acceptance of previous information. It implies 'I see (the fact),' and can be followed by 'That's not true?' to make it testable as a proposition.",Proposition,Orange acknowledges understanding of Blue's confirmation.,Acknowledgement,11,Course1_Level5,147,Orange,"Oh, I see."
00:03:04.050,00:03:06.250,The statement is a complete thought and is successfully communicated.,Success,"Expresses a relieved evaluation of not being harmed, showing a positive affective evaluation.",Affective Evaluation,"The statement ""Good thing I didn't stand there too long."" is a neutral observation or reflection, not indicating uncertainty or certainty.",None,The utterance makes a claim about a past action that can be evaluated as true or false. It expresses a belief about what the speaker did.,Proposition,Orange states a fact about their recent action in the game.,Assertion,11,Course1_Level5,148,Orange,Good thing I didn't stand there too long.
00:03:07.583,00:03:08.250,"A short, complete statement that is understandable.",Success,'Alright' signals readiness to proceed (task-related) and also signals turn-taking (communication management).,"Task-Related, Communication Management","""Alright."" is a neutral statement, generally used to acknowledge, with no indication of certainty or uncertainty.",None,"The utterance 'Alright.' expresses acknowledgment, approval, or a mild exclamation, typically used to express affirmation.",Exclamation,"Orange issues a directive, indicating readiness to proceed.",Directive,11,Course1_Level5,149,Orange,Alright.
00:03:10.917,00:03:11.850,"The utterance is severely fragmented and incoherent, making it uninterpretable.",Uninterpretable,Gives a command related to an in-game task.,Task-Related,"""(Get) me in."" is a command without any expressed certainty or uncertainty.",None,"The utterance 'Get me in.' is a command, instructing someone to take an action.",Imperative,Orange gives a directive for being moved to a new location.,Directive,11,Course1_Level5,150,Orange,(Get) me in.
00:03:13.250,00:03:13.583,"A complete, simple acknowledgment, easily understandable.",Success,Acknowledgment that contributes to the conversational flow.,Communication Management,"""Okay."" is another neutral statement providing acknowledgment, without indicating certainty or uncertainty.",None,"'Okay.' is a non-sentential form that acts as acknowledgment or agreement, showing listener engagement.",Non-Sentential / Listener Response,"This appears to be a filler or an emotional response, without much context.",Expressive,11,Course1_Level5,151,Orange,Okay.
00:03:14.083,00:03:15.717,"A simple, complete comment successfully conveying its intent.",Success,Praises successful action (communication flow) and indicates knowing next step (task-related).,"Task-Related, Communication Management","""Nice, one more."" is an observation or progress report without any clear expression of certainty or uncertainty.",None,"The utterance 'Nice, one more.' is a fragmented expression that conveys approval or satisfaction combined with a counting reference, making it non-sentential yet meaningful.",Non-Sentential / Listener Response,"Orange confirms progress, noting just one more to go.",Confirmation/Status Marker,11,Course1_Level5,152,Orange,"Nice, one more."
00:03:18.183,00:03:20.617,The utterance is both abandoned and contains self-correction as shown by hesitation and rephrasing.,"Abandoned, Correction","The utterance is off-topic as it reminisces about past experience, and slightly incomplete.","Communication Management, Non-Task Related","The speaker uses hedging language ""kind of"" and ""sort of,"" indicating uncertainty about their memory of the solution.",Hedging,"The utterance makes a claim about a past event, which can be evaluated as true or false. It implies the speaker recalls a specific solution.",Proposition,"Blue recalls part of the solution, expressing this as a sort of realization.",Expressive,11,Course1_Level5,153,Blue,"Actually, I kind of -- I sort of remembered that solution."
00:03:20.617,00:03:22.050,"The utterance is incomplete with multiple self-rephrases, indicating both abandonment and self-correction.","Abandoned, Correction",Suggests a decision/action relating to the current task and manages the conversation due to hesitation.,"Task-Related, Communication Management","The statement ""I'll -- I'll put it -- I'll put a two."" is incomplete due to repeated hesitation and self-interruption, leaving it ambiguous.",Not Enough Information,Repeated interruptions and unfinished thoughts make this utterance ambiguous and difficult to categorize definitively.,Not Enough Information,"Blue is offering a solution action, but it seems more of a self-directed comment, possibly expressing a mental note.",Expressive,11,Course1_Level5,154,Blue,I'll -- I’ll put it -- I’ll put a two.
00:00:04.350,00:00:04.950,"The utterance 'Oh.' is simple but clear and complete, indicating realization or acknowledgement.",Success,Simple acknowledgment with an emotional tone.,"Communication Management, Affective Evaluation","""Oh."" is an incomplete utterance that lacks context or indication of certainty or uncertainty.",Not Enough Information,"'Oh' is an expression often used as a response or acknowledgment, which aligns with E (Exclamation) and Ns (Non-Sentential). It suggests reaction without a full sentence, indicating emotion or acknowledgment.","Exclamation, Non-Sentential / Listener Response","'Oh' is a brief emotional expression, not contributing specifically to the task but potentially signaling understanding or realization.",Expressive,11,Course1_Level6,1,Orange,Oh.
00:00:04.717,00:00:07.050,'Alright.' is a complete and clear acknowledgement.,Success,Simple acknowledgment of something said or done.,Communication Management,"""Alright."" is a neutral statement without any indication of certainty or uncertainty.",None,"'Alright' is a non-sentential fragment serving as acknowledgment, agreement or mild reaction, fitting the criteria for Ns (Non-Sentential).",Non-Sentential / Listener Response,'Alright' is a general acknowledgment which can function as an expressive or minimal response providing social interaction without contributing specific task-directed action.,Expressive,11,Course1_Level6,2,Blue,Alright.
00:00:07.183,00:00:09.120,The speaker's question is complete and understandable.,Success,Expressing planning concerns related to task and slight emotional reaction.,"Task-Related, Affective Evaluation","The utterance ""Don't tell me we have to make our way all the way up there."" contains an element of hesitation and uncertainty expressed by ""Don't tell me.""",Hedging,"The utterance poses a question, asking for confirmation or information, thus it is Q (Query) but it also implicitly suggests a belief or expectation about the journey, making it also P (Proposition).","Proposition, Query",An expressive statement showing the player's disbelief or reluctance over a probable scenario.,Expressive,11,Course1_Level6,3,Orange,Don't tell me we have to make our way all the way up there.
00:00:09.217,00:00:10.083,Laughter is successfully conveyed as a communicative act.,Success,Laughter indicating an emotional response.,Affective Evaluation,"""((laughs))"" is not a statement and does not express certainty or uncertainty.",None,"The utterance is laughter, which is an expressive action indicating emotion, fitting E (Exclamation).",Exclamation,"Laughter functions as an expressive emotional response, not directly related to the task logic.",Expressive,11,Course1_Level6,4,Blue,((laughs))
00:00:09.383,00:00:09.920,"'Okay, mark.' is a complete and clear directive.",Success,Command indicating task progression.,Task-Related,"""Okay, mark."" is a command or signal to proceed, with no uncertainty implied.",None,"'Okay, mark.' is an Ns (Non-Sentential) fragment that likely serves as an I (Imperative) command instructing someone to mark something.","Imperative, Non-Sentential / Listener Response","'Okay, mark' is likely a task directive to mark or signal something.",Directive,11,Course1_Level6,5,Orange,"Okay, mark."
00:00:10.783,00:00:11.283,"'Oh, yeah, mark.' is a complete and clear repetition for confirmation.",Success,Repetition indicating agreement or acknowledgment.,Communication Management,"""Oh, yeah, mark."" acknowledges a previously made statement or action without expressing uncertainty or certainty.",None,"Blue repeats the command 'mark', referring back to Orange's prior utterance, hence Pr (Repetition) of 5 and also Ns (Non-Sentential) as it's a fragment.","Repetition, Non-Sentential / Listener Response","Repeat of directive to mark something, acknowledging the previous task direction.",Directive,11,Course1_Level6,6,Blue,"Oh, yeah, mark."
00:00:11.750,00:00:13.350,"'Okay, let's go.' is a clear and complete directive.",Success,Command indicating progression in the task.,Task-Related,"""Okay, let's go."" is a command with no indication of certainty or uncertainty.",None,"'Okay, let's go.' is a direct suggestion for moving forward, fitting the criteria for I (Imperative) as it suggests action.",Imperative,"'Okay, let's go' is a directive indicating the next course of action to proceed.",Directive,11,Course1_Level6,7,Orange,"Okay, let's go."
00:00:11.917,00:00:12.417,'There we go.' is a successfully communicated expression indicating completion or success.,Success,Acknowledgment of an action completion.,Communication Management,"""There we go."" is a confirmation of action completion, neutral with no clear indication of certainty or uncertainty.",None,"'There we go.' is an evaluative statement indicating completion or success, fitting P (Proposition) as it implicitly claims success.",Proposition,'There we go' is a confirmation indicating a task has been completed or is working as intended.,Confirmation/Status Marker,11,Course1_Level6,8,Blue,There we go.
00:00:13.117,00:00:15.350,"'This -- thank -- again, thank you for reminding me.' involves a rephrasing attempt from an incomplete thought, indicating self-correction.",Correction,Thanks indicating acknowledgment with an emotional tone.,"Communication Management, Affective Evaluation","""This -- thank -- again, thank you for reminding me. ((laughs))"" is appreciation and acknowledgment without expressed certainty or uncertainty.",None,"The laughter indicates E (Exclamation), and the phrase 'thank you for reminding me' expresses gratitude or thanks, fitting P (Proposition).","Proposition, Exclamation",Laughter combined with a statement of thanks indicates expressive acknowledgment.,Expressive,11,Course1_Level6,9,Blue,"This -- thank -- again, thank you for reminding me. ((laughs))"
00:00:14.683,00:00:15.617,"'Oh yeah, no, you're good.' is a clear assurance or acceptance.",Success,Acknowledgment and assurance with an emotional overtone.,"Communication Management, Affective Evaluation","""Oh yeah, no, you're good."" is a supportive statement that reassures, without indication of certainty or uncertainty.",None,"'Oh yeah, no, you're good.' is a reassurance and acknowledgment, a non-sentential fragment fitting Ns (Non-Sentential) as it’s an engaged response.",Non-Sentential / Listener Response,Acknowledges gratitude shown by Blue in utterance 9.,Acknowledgement,11,Course1_Level6,10,Orange,"Oh yeah, no, you're good."
00:00:17.050,00:00:18.217,"The statement 'White wall.' is complete and clear, indicating the speaker's observation.",Success,"Describing a feature in the environment, which is mutable as it may imply new access or path.",World State,A simple observation with no explicit expression of certainty or uncertainty.,None,"The utterance is a fragment indicating an object ('White wall'), conveying meaning without a complete sentence. It also implicitly makes a factual observation (could be taken as a proposition).","Proposition, Non-Sentential / Listener Response",The single phrase 'White wall' lacks context and does not clearly convey any discursive act.,Not Enough Information,11,Course1_Level6,11,Blue,White wall.
00:00:17.617,00:00:18.783,"The statement 'Oh, that is a portal wall.' is a complete observation, successfully communicated.",Success,Describes a fixed feature of the game environment—a surface where portals can be placed.,World Rules,"The statement 'Oh, that is a portal wall' expresses a high level of confidence.",Certainty,"The utterance 'Oh, that is a portal wall.' is a statement of fact indicating an observation about the environment.",Proposition,Orange acknowledges and confirms Blue's utterance that 'White wall' refers to a portal wall.,Acknowledgement,11,Course1_Level6,12,Orange,"Oh, that is a portal wall."
00:00:19.883,00:00:20.950,"The question 'Anything here?' is complete and clear, showing inquiry successfully.",Success,"Inquiring about the state of the environment, which is mutable based on context.",World State,"A question without any hedging, purely asking for information.",None,The utterance 'Anything here?' is a query seeking information about the presence of something in the environment.,Query,"Blue is inquiring about the presence of something, seeking information.",Request for Information,11,Course1_Level6,13,Blue,Anything here?
00:00:22.150,00:00:22.850,"The statement 'Nothing.' is complete and successful, providing a clear answer.",Success,"Describing the state of the environment confirming that there's nothing, which can change.",World State,A neutral statement with no indication of certainty or uncertainty.,None,The utterance 'Nothing.' is a non-sentential proposition indicating an observation of absence or lack of objects.,"Proposition, Non-Sentential / Listener Response",The utterance 'Nothing' lacks context to determine its intended function.,Not Enough Information,11,Course1_Level6,14,Blue,Nothing.
00:00:22.350,00:00:22.817,"The interjection 'Oh.' is complete in its conversational context, indicating understanding or realization.",Success,"Uninformative acknowledgment, contributing to conversational flow.",Communication Management,An expression of acknowledgment or realization with no indication of certainty or uncertainty.,None,The utterance 'Oh.' is a non-sentential expression of realization or surprise.,"Exclamation, Non-Sentential / Listener Response",The utterance 'Oh.' offers too little context to classify its function.,Not Enough Information,11,Course1_Level6,15,Orange,Oh.
00:00:23.483,00:00:23.850,"The utterance 'Oh, there's --' ends abruptly, indicating abandonment since the thought is not completed.",Abandoned,"Incomplete thought intended to continue an observation, managing conversation flow.",Communication Management,"The statement is incomplete and lacks context, making it ambiguous.",Not Enough Information,"The utterance 'Oh, there's --' is incomplete and may indicate an exclamation of realization, leaving the statement unfinished.","Exclamation, Not Enough Information","Incomplete thought with 'Oh, there's --' does not provide enough context to determine its function.",Not Enough Information,11,Course1_Level6,16,Orange,"Oh, there's --"
00:00:25.917,00:00:26.083,"The utterance 'Mm.' is fully interpretable in context, indicating consideration or contemplation.",Success,"Shows uncertainty, managing conversational flow.",Communication Management,'Mm.' is a neutral expression with no explicit certainty or uncertainty indicated.,None,"The utterance 'Mm.' is a non-sentential acknowledgment or hesitation, indicating thoughtfulness.",Non-Sentential / Listener Response,"The sound 'Mm.' could indicate contemplation or agreement but lacks context, thus marked as expressive.",Expressive,11,Course1_Level6,17,Orange,Mm.
00:00:26.250,00:00:26.650,"The utterance 'Oh, wait.' ends with anticipation but no follow-up, thus suggesting abandonment.",Abandoned,"Indicates a change of thought, managing turn-taking in the conversation.",Communication Management,"The use of 'Oh, wait' suggests hesitation or re-evaluation, which indicates uncertainty.",Hedging,"The utterance 'Oh, wait.' is a non-sentential exclamation indicating a realization or need to pause action momentarily.","Exclamation, Non-Sentential / Listener Response","The hesitation 'Oh, wait.' suggests recognition or reconsideration, making it expressive.",Expressive,11,Course1_Level6,18,Orange,"Oh, wait."
00:00:26.317,00:00:26.850,The utterance 'That.' is too fragmented and lacks additional context to be interpreted.,Uninterpretable,Ambiguous statement without sufficient context.,"Communication Management, Not Enough Information",'That.' is an incomplete thought and lacks enough information to assign certainty or uncertainty.,Not Enough Information,'That.' seems to imply a statement or noting of something specific could lead to 'That's not true.' evaluation.,Proposition,"'That.' is ambiguous in the absence of context. It's an expressive reflection, possibly indicating recognition without enough context for other categorization.",Expressive,11,Course1_Level6,19,Blue,That.
00:00:27.783,00:00:28.950,"'Oh, wait, that doesn't do anything.' is a clear statement conveying that the action has no effect.",Success,"Acknowledgment of a previous action or thought, managing conversation flow.",Communication Management,The statement 'that doesn't do anything' is made with certainty as it expresses a definite conclusion.,Certainty,"'Oh, wait, that doesn't do anything.' is a statement of a realization, potentially evaluative with 'Oh, wait' as an exclamatory interjection.","Proposition, Exclamation","'Oh, wait, that doesn't do anything.' asserts the ineffectiveness of the previous reference (19), qualifying as an assertion.",Assertion,11,Course1_Level6,20,Orange,"Oh, wait, that doesn't do anything."
00:00:30.083,00:00:31.917,"'Anything around?' is a complete question, clearly understood.",Success,"Question suggesting a search for objects or opportunities, task-related, and ensuring understanding.","Task-Related, Communication Management",'Anything around?' is a neutral question without hedging or expressed confidence.,None,"'Anything around?' is seeking information, a query.",Query,'Anything around?' requests information about the surrounding area.,Request for Information,11,Course1_Level6,21,Blue,Anything around?
00:00:32.083,00:00:32.583,'Uh.' is uninterpretable without additional content.,Uninterpretable,Vocal filler indicating hesitation or thought.,Communication Management,"'Uh.' is an incomplete thought and lacks context, so it's classified as ambiguous.",Not Enough Information,"'Uh.' is a non-sentential filler, indicating hesitation.",Non-Sentential / Listener Response,'Uh.' is an expressive sound devoid of specific propositional content or request.,Expressive,11,Course1_Level6,22,Orange,Uh.
00:00:32.580,00:00:34.650,"The utterance contains hesitation and a change in thought, ending with '--'. The speaker starts a question and restarts multiple times.","Abandoned, Correction","Suggests a possible action or strategy, related to task execution.",Task-Related,"The repetition and tentative language in 'Oh, should we go -- oh, should we go down a level?' indicates uncertainty.",Hedging,"'Oh, should we go -- oh, should we go down a level?' is a query asking for a decision or action.",Query,"'Oh, should we go -- oh, should we go down a level?' is proposing an option or suggestion about moving to a lower level.",Offer/Option,11,Course1_Level6,23,Orange,"Oh, should we go -- oh, should we go down a level?"
00:00:34.650,00:00:35.610,"The utterance 'Like, can we -- can we --' is abandoned mid-thought without a resolution.",Abandoned,"Unclear statement without completion, thus lacking enough information.","Communication Management, Not Enough Information","The statement 'Like, can we -- can we --' indicates uncertainty due to hesitation and is therefore a hedge.",Hedging,"'Like, can we -- can we --' is an incomplete thought, needing more information to determine its category.",Not Enough Information,"'Like, can we -- can we --' is incomplete and expressive, suggesting uncertainty or a thought process without additional context.",Expressive,11,Course1_Level6,24,Orange,"Like, can we -- can we --"
00:00:34.917,00:00:36.050,"'Oh, I see down here.' is a complete thought indicating realization or observation.",Success,Describes a visual observation in the environment and confirms it for conversational smoothness.,"World State, Communication Management","'Oh, I see down here.' is a neutral observation without expressed certainty or uncertainty.",None,"'Oh, I see down here.' suggests realization, but primarily is a proposition that could be challenged as true or false.",Proposition,"'Oh, I see down here.' implies commitment to going down a level, acknowledging and responding to Orange's suggestion at 23.",Commit,11,Course1_Level6,25,Blue,"Oh, I see down here."
00:00:36.050,00:00:36.583,"'Yeah, yeah, yeah.' is a complete affirmation, clearly communicated.",Success,Affirmative acknowledgment related to task progression. Indicates understanding and agreement.,"Task-Related, Communication Management","'Yeah, yeah, yeah.' is a simple agreement without explicit certainty or uncertainty.",None,"'Yeah, yeah, yeah.' is a non-sentential agreement response.",Non-Sentential / Listener Response,"'Yeah, yeah, yeah.' is agreement, further committing to Blue's suggestion in 25.",Commit,11,Course1_Level6,26,Blue,"Yeah, yeah, yeah."
00:00:36.710,00:00:39.983,"The utterance 'Can you put a red wall ... like, over there?' ends with an incomplete suggestion, marked as abandoned.",Abandoned,"Blue is giving a task-related command to Orange, suggesting an action.",Task-Related,"This is a command or request, with no uncertainty or certainty expressed.",None,"The utterance is a direct request for action, asking to put a 'red wall' somewhere, marking it as imperative.",Imperative,This is a directive as Blue is telling Orange to put a portal in a specific location.,Directive,11,Course1_Level6,27,Blue,"Can you put a red wall ... like, over there?"
00:00:41.250,00:00:44.717,"The utterance 'Oh, and then ... make your first portal right next to us.' ends with an incomplete suggestion, marked as abandoned.",Abandoned,Orange is giving a task-related instruction related to placing portals.,Task-Related,"This is an instruction, without uncertainty or certainty.",None,"The utterance starts with an emotional 'Oh' and contains an imperative structure suggesting command or instruction, but can be broken into both imperative and non-sentential due to the conversational style.","Imperative, Non-Sentential / Listener Response",Orange issues a directive on how to use the portals.,Directive,11,Course1_Level6,28,Orange,"Oh, and then ... make your first portal right next to us."
00:00:44.783,00:00:45.283,The utterance 'Yeah.' is a complete and clear acknowledgment.,Success,"Blue is affirming Orange's previous instruction, managing communication.",Communication Management,"Simple confirmation, with no explicit expression of certainty or uncertainty.",None,"Simple acknowledgment through 'Yeah', indicating agreement or understanding, fitting as a non-sentential response.",Non-Sentential / Listener Response,"Blue is acknowledging Orange's directive, showing agreement.","Justification, Acknowledgement",11,Course1_Level6,29,Blue,Yeah.
00:00:45.583,00:00:46.183,The utterance 'Yeah.' is a complete and clear acknowledgment.,Success,"Orange is affirming or agreeing, managing conversation flow.",Communication Management,"Simple confirmation, without expressed certainty or uncertainty.",None,"Similar to previous, 'Yeah' is a non-sentential acknowledgment, expressing agreement.",Non-Sentential / Listener Response,"Similarly to Blue's response in '29', Orange is acknowledging and agreeing with the progression of actions.","Justification, Acknowledgement",11,Course1_Level6,30,Orange,Yeah.
00:00:47.139,00:00:48.783,The utterance 'Can you replace my portal?' is complete and clear.,Success,Orange is asking Blue to perform a task-related action by replacing a portal.,Task-Related,"This is a request, not expressing any level of certainty or uncertainty.",None,"The phrasing 'Can you...' asks for confirmation of ability or willingness, qualifying as a query.",Query,"Orange is making a direct request, asking to replace their portal.",Directive,11,Course1_Level6,31,Orange,Can you replace my portal?
00:00:49.350,00:00:50.450,"The utterance 'Oh, yeah, yeah, uh.' is complete with a light hesitation but clear acknowledgment.",Success,"Blue is acknowledging the request from Orange, part of communication management.",Communication Management,"The 'uh' at the end indicates hesitation, which suggests uncertainty.",Hedging,"Repeated 'yeah' with a filler 'uh' works as a non-sentential, conveying engagement or unfinished thought.",Non-Sentential / Listener Response,"Acknowledging Orange's request, Blue also expresses slight hesitation, which can also reflect partial understanding and thinking.","Justification, Acknowledgement",11,Course1_Level6,32,Blue,"Oh, yeah, yeah, uh."
00:00:51.317,00:00:56.183,"The utterance 'How do you -- how do you, like uh ... get rid of your portals?' ends in ellipsis indicating abandonment.",Abandoned,Blue asks about a game mechanic regarding portal management.,World Rules,"The sentence is incomplete and expresses confusion, resulting in insufficient information.",Not Enough Information,The question 'How do you...' identifies as a query seeking information on removing portals.,Query,"Blue is inquiring how to get rid of portals, seeking new information about the game mechanics.",Request for Information,11,Course1_Level6,33,Blue,"How do you -- how do you, like uh ... get rid of your portals?"
00:00:56.183,00:00:57.383,"The utterance 'I forgot how to do that in game.' is complete and clear, explaining a current state of mind.",Success,Blue mentions forgetting the game mechanic about portal removal.,World Rules,"The speaker expresses uncertainty by forgetting something, indicating hesitation or lack of confidence.",Hedging,"Expresses a personal memory claim, which can be met with 'That's not true', making this a proposition.",Proposition,"Blue follows up on their own question about removing portals, indicating a need for clarification, rephrasing the previous utterance to seek the same information.",Request for Clarification,11,Course1_Level6,34,Blue,I forgot how to do that in game.
00:00:57.617,00:00:58.313,"The utterance 'Uh I can just --' ends with '--', showing it was abandoned with no completion or correction.",Abandoned,"Orange is initiating an in-game action, which involves task execution.",Task-Related,"The speaker starts with 'uh,' indicating hesitation and potential uncertainty.",Hedging,"The utterance is an unfinished thought, suggesting a non-sentential fragment with some meaning.",Non-Sentential / Listener Response,"Orange's initial response is interrupted, suggesting uncertainty or slight hesitation, indicated by 'Uh' and 'I can just --' before offering a solution.",Expressive,11,Course1_Level6,35,Orange,Uh I can just --
00:00:58.310,00:00:59.083,"The statement 'Here, I'll put it somewhere.' is a complete thought.",Success,"Orange is offering to perform an in-game action, which involves task execution.",Task-Related,The speaker is making a statement without any indication of uncertainty or certainty.,None,"The speaker is expressing intent to perform an action, which functions as an imperative to set the plan.",Imperative,"Orange is proposing to put the portal somewhere, offering a solution to the issue.",Offer/Option,11,Course1_Level6,36,Orange,"Here, I'll put it somewhere."
00:00:59.117,00:01:00.883,The speaker gives a clear intention: 'Let me see if I can put it somewhere else.',Success,"Orange is attempting to execute a task, indicating an action plan.",Task-Related,The use of 'let me see' implies uncertainty about the ability to perform the action.,Hedging,"The speaker states their intent to take an action, effectively instructing themselves to explore the option.",Imperative,Orange continues with suggesting a possible action by offering to put the portal somewhere else.,Offer/Option,11,Course1_Level6,37,Orange,Let me see if I can put it somewhere else.
00:00:59.617,00:01:00.217,A clear acknowledgment: 'Okay yeah.',Success,"Blue is acknowledging Orange's previous statement, managing the conversational flow.",Communication Management,A simple acknowledgment with no indication of uncertainty or certainty.,None,The utterance is a minimal response acknowledging understanding or agreement.,Non-Sentential / Listener Response,Blue is acknowledging and agreeing with Orange's proposed action from utterance 37.,Commit,11,Course1_Level6,38,Blue,Okay yeah.
00:01:02.980,00:01:04.650,"Although it includes a filler 'Uh', the laugh itself is successful communication: 'Uh. ((laughs))'.",Success,"Orange's laughter indicates a light, emotional tone, and 'Uh' can be managing the conversation.","Communication Management, Affective Evaluation","Only 'Uh' and laughter, without clear hedging or uncertainty.",None,"The laugh indicates an expression of humor or amusement, functioning as an exclamation.",Exclamation,"Orange's laughter indicates an expressive emotional reaction, likely related to the current situation.",Expressive,11,Course1_Level6,39,Orange,Uh. ((laughs))
00:01:04.410,00:01:08.050,"Speaker hesitates and rephrases: 'Uh, do you have the -- the control sheet?' involves hesitation and rephrasing.",Correction,Blue's question lacks context to fully understand its intention.,Not Enough Information,Use of 'uh' and hesitation with '--' indicates uncertainty.,Hedging,"The speaker is asking a question about the control sheet, seeking information.",Query,Blue starts asking a question but doesn't provide enough context to determine its full intent.,Not Enough Information,11,Course1_Level6,40,Blue,"Uh, do you have the -- the control sheet?"
00:01:08.579,00:01:13.283,"A clear and complete response is given: 'Uh, yeah, but it doesn't say anything about removing a portal.'",Success,"Orange refers to the control sheet not including a specific game mechanic, indicating a rule or invariant feature.",World Rules,Starting with 'uh' suggests uncertainty about the accuracy or completeness of the information.,Hedging,The speaker is making a statement about the control sheet not having certain information.,Proposition,Orange makes an assertion about the control sheet's content.,,11,Course1_Level6,41,Orange,"Uh, yeah, but it doesn't say anything about removing a portal."
00:01:14.183,00:01:15.050,"The utterance 'I'm going to press --' is abandoned, marked by the trailing '--' with no completion.",Abandoned,The statement is incomplete and suggests a potential task execution.,"Task-Related, Not Enough Information","The speaker begins with an intention but the sentence is incomplete, indicating lack of information.",Not Enough Information,"The utterance is incomplete, making it unclear what category applies.",Not Enough Information,"Blue's statement is incomplete, and it's unclear what action they plan to take.",Not Enough Information,11,Course1_Level6,42,Blue,I'm going to press --
00:01:15.050,00:01:16.017,"The statement is clear and complete, expressing a change of decision.",Success,Blue's statement reflects both a task-related decision ('not wanting to press buttons') and an affective evaluation (expressing dislike or hesitation).,"Task-Related, Affective Evaluation",The speaker clearly states a preference without expressing uncertainty or certainty.,None,"Expresses a clear opinion or statement of intent, which can be evaluated as true or false.",Proposition,The statement is a personal preference without enough context to define its function.,Not Enough Information,11,Course1_Level6,43,Blue,I don't want to press buttons.
00:01:16.217,00:01:16.583,The utterance 'Uh.' is incomprehensible and lacks semantic content.,Uninterpretable,"'Uh' is more of an affective reaction indicating hesitation or processing, but lacks sufficient context. Hence, it's marked as 'Not Enough Information' as well.","Affective Evaluation, Not Enough Information",'Uh.' is just a filler word with no additional context provided.,None,"It captures hesitation or a minimal response, which can serve as an exclamation or engaged hesitation.","Exclamation, Non-Sentential / Listener Response",The interjection 'Uh' typically signals hesitation or uncertainty and doesn't convey task-specific information.,Expressive,11,Course1_Level6,44,Blue,Uh.
00:01:17.283,00:01:18.883,A clear utterance indicating a moment of discovery or realization.,Success,"Blue is probably identifying something in the world ('there, there'), describing a world state. It also guides action (task execution).","World State, Task-Related",The repeated 'there' doesn't indicate certainty or uncertainty; it is more of a discovery or exclamation.,None,"This seems to be an emotional exclamation or reaction, also non-sentential.","Exclamation, Non-Sentential / Listener Response","Repetitive speech pattern suggests excitement or a reactive emotion, not task-focused.",Expressive,11,Course1_Level6,45,Blue,"Oh, there, there, there, there, there, there."
00:01:17.650,00:01:18.083,The utterance 'Oh.' is incomprehensible without additional context.,Uninterpretable,"Orange's 'Oh' is an acknowledgment, managing conversational flow.",Communication Management,An exclamation 'Oh.' does not express certainty or uncertainty without more context.,None,"Expresses mild surprise or acknowledgment, typical of an emotional response.","Exclamation, Non-Sentential / Listener Response","The exclamation 'Oh' is a typical emotional expression, indicating surprise or realization.",Expressive,11,Course1_Level6,46,Orange,Oh.
00:01:18.550,00:01:19.283,"The utterance 'Okay, okay.' lacks context or information to understand it as a standalone complete meaning.",Uninterpretable,"'Okay, okay' serves as acknowledgment and conversational management.",Communication Management,Repetition of 'Okay' serves as acknowledgment or preparation without indicating certainty or uncertainty.,None,"Acknowledges or agrees with the previous statement, acting as a listener response.",Non-Sentential / Listener Response,"The repeated acknowledgments 'Okay, okay' signal receipt and understanding of a previous utterance, likely Blue's excitement.",Acknowledgement,11,Course1_Level6,47,Orange,"Okay, okay."
00:01:19.283,00:01:19.517,The utterance '‘Kay.' is incomprehensible without additional context.,Uninterpretable,"'‘Kay' is a simple acknowledgment, managing conversational flow.",Communication Management,"Abbreviated 'Okay' suggests agreement or acknowledgment, not a stance on certainty.",None,"Short acknowledgment, typical of non-sentential listener response.",Non-Sentential / Listener Response,"'‘Kay' serves as an acknowledgment of Orange's input or actions, possibly confirming mutual understanding.",Acknowledgement,11,Course1_Level6,48,Blue,‘Kay.
00:01:19.835,00:01:20.583,"The statement is clear, signaling readiness or agreement to proceed.",Success,"'Okay, let's go' suggests planning or initiating an action related to the game task.",Task-Related,Neutral directive statement; it doesn't express uncertainty or certainty.,None,Imperative urging action or movement.,Imperative,"The suggestion 'let's go' proposes a course of action, functioning as an option or offer.",Offer/Option,11,Course1_Level6,49,Orange,"Okay, let's go."
